,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense
DTRUY,-3302000.0,0.254,6842000000.0,-13000000.0,-13000000.0,3775000000.0,1133000000.0,43968000000.0,6829000000.0,5696000000.0,11000000.0,369000000.0,384000000.0,3784698000.0,3775000000.0,50494000000.0,,1636000000.0,1636000000.0,2.31,2.31,3775000000.0,3775000000.0,0.0,3775000000.0,3971000000.0,3972000000.0,1355000000.0,5327000000.0,-13000000.0,11000000.0,369000000.0,384000000.0,5396000000.0,6526000000.0,11922000000.0,43968000000.0,55890000000.0,55890000000.0,5303000000.0,2890000000.0,2413000000.0
LLOY.L,-177390000.0,0.27,,-657000000.0,-657000000.0,5460000000.0,2905000000.0,,,,13298000000.0,14753000000.0,28051000000.0,5939610000.0,5460000000.0,,,65760000000.0,64953000000.0,0.075,0.076,4933000000.0,4933000000.0,527000000.0,5460000000.0,5518000000.0,5518000000.0,1985000000.0,7503000000.0,-570000000.0,,,,,10812000000.0,,,19215000000.0,19215000000.0,,,
TEG.F,-1467683.1,0.1833,-411798000.0,-8007000.0,-8007000.0,-396917000.0,11835000.0,934146000.0,-419805000.0,-431640000.0,-66021000.0,71522000.0,6562000.0,-390377683.1,-396917000.0,1044473000.0,,190155000.0,175444000.0,-2.26,-2.26,-388263000.0,-396917000.0,0.0,-396917000.0,-410939000.0,-410939000.0,-92223000.0,-503162000.0,-8007000.0,-66021000.0,71522000.0,6562000.0,285318000.0,110327000.0,395645000.0,934146000.0,1329791000.0,1329791000.0,13865000.0,2288000.0,11577000.0
ARGX,883684.137066,0.031012,-220780000.0,28495000.0,28495000.0,-295053000.0,111307000.0,8894000.0,-192285000.0,-303592000.0,92058000.0,904000.0,92962000.0,-322664315.862934,-295053000.0,1646954000.0,-425049000.0,57169253.0,57169253.0,-5.16,-5.16,-295053000.0,-295053000.0,,-295053000.0,-295053000.0,-295053000.0,-9443000.0,-304496000.0,,92058000.0,904000.0,92962000.0,-420638000.0,1529119000.0,1108481000.0,117835000.0,1226316000.0,1220783000.0,709539000.0,202146000.0,507393000.0
7AAN.F,16200000.0,0.15,256000000.0,108000000.0,108000000.0,203000000.0,204000000.0,6213000000.0,364000000.0,160000000.0,-33000000.0,43000000.0,38000000.0,111200000.0,203000000.0,6503000000.0,89000000.0,72776000.0,72222000.0,2.79,2.81,203000000.0,203000000.0,0.0,203000000.0,204000000.0,204000000.0,-87000000.0,117000000.0,,-33000000.0,43000000.0,38000000.0,89000000.0,290000000.0,379000000.0,6213000000.0,6592000000.0,6592000000.0,109000000.0,12000000.0,97000000.0
CRZBF,-111331000.0,0.349,,-319000000.0,-319000000.0,2224000000.0,769000000.0,,,,8367000000.0,9895000000.0,18262000000.0,2431669000.0,2224000000.0,,,1245699309.0,1245699309.0,1.63,1.63,2030000000.0,2030000000.0,194000000.0,2224000000.0,2214000000.0,2214000000.0,1188000000.0,3403000000.0,-298000000.0,,,,,7507000000.0,,,11812000000.0,11812000000.0,1308000000.0,197000000.0,1111000000.0
VVD.F,-71492000.0,0.293,6106000000.0,-242000000.0,-244000000.0,961000000.0,3121000000.0,37852000000.0,5864000000.0,2743000000.0,-1043000000.0,874000000.0,,1135508000.0,937000000.0,42242000000.0,2724000000.0,731000000.0,705000000.0,1.28,1.33,937000000.0,937000000.0,0.0,937000000.0,1334000000.0,1358000000.0,511000000.0,1869000000.0,-385000000.0,-1043000000.0,874000000.0,,3110000000.0,4390000000.0,7500000000.0,37852000000.0,45352000000.0,45352000000.0,4334000000.0,998000000.0,3336000000.0
PHNX.L,12540000.0,0.19,,66000000.0,66000000.0,-116000000.0,324000000.0,,,94000000.0,-258000000.0,258000000.0,4834000000.0,-169460000.0,-116000000.0,16869000000.0,,1003000000.0,1001000000.0,-0.138,-0.138,-116000000.0,-116000000.0,,-116000000.0,-88000000.0,-88000000.0,-76000000.0,-164000000.0,66000000.0,-258000000.0,258000000.0,,,,,,16705000000.0,16705000000.0,1303000000.0,66000000.0,1237000000.0
RAND.AS,-8145000.0,0.181,1169000000.0,0.0,-45000000.0,624000000.0,325000000.0,20148000000.0,1169000000.0,844000000.0,-65000000.0,82000000.0,21000000.0,705855000.0,624000000.0,24550000000.0,831000000.0,179500000.0,178400000.0,3.43,3.45,616000000.0,616000000.0,0.0,624000000.0,624000000.0,624000000.0,138000000.0,762000000.0,-45000000.0,-65000000.0,82000000.0,21000000.0,876000000.0,4402000000.0,5278000000.0,20148000000.0,25426000000.0,25426000000.0,4355000000.0,2841000000.0,1514000000.0
BKGFY,0.0,0.229,631000000.0,,,465700000.0,5100000.0,1853400000.0,631000000.0,625900000.0,-10600000.0,21900000.0,23100000.0,465700000.0,465700000.0,2031900000.0,518300000.0,551000000.0,545500000.0,0.8448,0.8536,465700000.0,465700000.0,0.0,465700000.0,465700000.0,465700000.0,138300000.0,604000000.0,,-10600000.0,21900000.0,23100000.0,518300000.0,178500000.0,696800000.0,1853400000.0,2550200000.0,2550200000.0,,,
PNXGF,12540000.0,0.19,,66000000.0,66000000.0,-116000000.0,324000000.0,,,94000000.0,-258000000.0,258000000.0,4834000000.0,-169460000.0,-116000000.0,16869000000.0,,1003000000.0,1001000000.0,-0.138,-0.138,-116000000.0,-116000000.0,,-116000000.0,-88000000.0,-88000000.0,-76000000.0,-164000000.0,66000000.0,-258000000.0,258000000.0,,,,,,16705000000.0,16705000000.0,1303000000.0,66000000.0,1237000000.0
SCRYY,0.0,0.352,,0.0,0.0,812000000.0,211000000.0,,,1370000000.0,-107000000.0,116000000.0,427000000.0,812000000.0,812000000.0,542000000.0,,,,,,812000000.0,812000000.0,,812000000.0,810000000.0,810000000.0,444000000.0,1254000000.0,0.0,-107000000.0,116000000.0,,,,,,1793000000.0,1793000000.0,,,
AXI.F,-823000000.0,0.25,-1576000000.0,-746000000.0,-3292000000.0,-3441000000.0,695000000.0,7199000000.0,-2322000000.0,-3017000000.0,-208000000.0,315000000.0,187000000.0,1574000000.0,-3441000000.0,10508000000.0,-3106000000.0,110860004.0,110860004.0,-31.04,-31.04,-3441000000.0,-3441000000.0,0.0,-3441000000.0,-3439000000.0,-3439000000.0,112000000.0,-3332000000.0,-3289000000.0,-208000000.0,315000000.0,187000000.0,185000000.0,3309000000.0,3494000000.0,7199000000.0,10693000000.0,10693000000.0,404000000.0,,404000000.0
8ZU.F,0.0,0.28995,124032000.0,,,74764000.0,16041000.0,64165000.0,124032000.0,107916000.0,7212000.0,2622000.0,10501000.0,74764000.0,74764000.0,184548000.0,98321000.0,,,,,74764000.0,74764000.0,0.0,74764000.0,74764000.0,74764000.0,30530000.0,105294000.0,,7212000.0,2622000.0,10501000.0,98320000.0,120383000.0,218703000.0,64165000.0,282868000.0,282868000.0,8769000.0,,8769000.0
8TI.F,-406445000.0,0.169,33702000000.0,-2405000000.0,-2405000000.0,18596000000.0,7549000000.0,151400000000.0,31297000000.0,23748000000.0,1348000000.0,1330000000.0,2678000000.0,20594555000.0,18596000000.0,166560000000.0,22376000000.0,3132458000.0,3107725000.0,5.94,5.983798,18596000000.0,18596000000.0,,18596000000.0,18625000000.0,18625000000.0,3793000000.0,22418000000.0,-1247000000.0,1348000000.0,1330000000.0,2678000000.0,22984000000.0,15160000000.0,38144000000.0,151400000000.0,189544000000.0,189544000000.0,9541000000.0,,
BPE5.F,-2057220000.0,0.33,49786000000.0,-6234000000.0,-6234000000.0,15239000000.0,15928000000.0,162058000000.0,43552000000.0,27624000000.0,-1964000000.0,3875000000.0,1249000000.0,19415780000.0,15239000000.0,179081000000.0,,17750078000.0,17360288000.0,0.8585,0.8778,15238000000.0,15238000000.0,0.0,15239000000.0,15880000000.0,15880000000.0,7869000000.0,23749000000.0,-6234000000.0,-1964000000.0,3875000000.0,1249000000.0,31049000000.0,17023000000.0,48072000000.0,162058000000.0,210130000000.0,210130000000.0,16772000000.0,,16772000000.0
GASNF,-128520000.0,0.252,5702000000.0,-510000000.0,-510000000.0,1986000000.0,10000000.0,15424000000.0,5192000000.0,3738000000.0,-504000000.0,696000000.0,190000000.0,2367480000.0,1986000000.0,18587000000.0,3470000000.0,960809857.0,960809857.0,2.07,2.07,1986000000.0,1986000000.0,0.0,1986000000.0,2274000000.0,2274000000.0,768000000.0,3042000000.0,-505000000.0,-504000000.0,696000000.0,190000000.0,4030000000.0,3163000000.0,7193000000.0,15424000000.0,22617000000.0,22617000000.0,242000000.0,99000000.0,143000000.0
BME.L,0.0,0.263052,872000000.0,,,367000000.0,258000000.0,3449000000.0,872000000.0,614000000.0,-109000000.0,116000000.0,10000000.0,367000000.0,367000000.0,4876000000.0,608000000.0,,,,,367000000.0,367000000.0,0.0,367000000.0,367000000.0,367000000.0,131000000.0,498000000.0,,-109000000.0,116000000.0,10000000.0,608000000.0,1427000000.0,2035000000.0,3449000000.0,5484000000.0,5484000000.0,1427000000.0,,1427000000.0
CIS.F,-125316000.0,0.177,18179000000.0,-708000000.0,-708000000.0,12613000000.0,1726000000.0,19801000000.0,17471000000.0,15745000000.0,535000000.0,427000000.0,962000000.0,13195684000.0,12613000000.0,41436000000.0,15031000000.0,4105000000.0,4093000000.0,3.07,3.08,12613000000.0,12613000000.0,,12613000000.0,12613000000.0,12613000000.0,2705000000.0,15318000000.0,-531000000.0,535000000.0,427000000.0,962000000.0,15562000000.0,20191000000.0,35753000000.0,21245000000.0,56998000000.0,56998000000.0,12358000000.0,9880000000.0,2478000000.0
IFPJF,-1590000.0,0.06,981700000.0,-26500000.0,-26500000.0,419000000.0,393700000.0,1123700000.0,955200000.0,561500000.0,-20500000.0,69400000.0,48900000.0,443910000.0,419000000.0,2641600000.0,507800000.0,1402722142.0,1394051260.0,0.299,0.301,419000000.0,419000000.0,0.0,419000000.0,462700000.0,462700000.0,29400000.0,492100000.0,-29200000.0,-20500000.0,69400000.0,48900000.0,548000000.0,1517900000.0,2065900000.0,1123700000.0,3189600000.0,3189600000.0,6300000.0,,6300000.0
REPA.F,-87916380.297824,0.247652,7606000000.0,-355000000.0,-355000000.0,3168000000.0,2436000000.0,46433000000.0,7251000000.0,4815000000.0,169000000.0,450000000.0,583000000.0,3435083619.702176,3168000000.0,54673000000.0,4294000000.0,1264000000.0,1264000000.0,2.46,2.46,3108000000.0,3108000000.0,60000000.0,3168000000.0,3284000000.0,3284000000.0,1081000000.0,4365000000.0,-420000000.0,169000000.0,450000000.0,583000000.0,4275000000.0,8240000000.0,12515000000.0,46433000000.0,58948000000.0,58948000000.0,587000000.0,,587000000.0
KGX1.F,4613600.0,0.316,1802800000.0,14600000.0,14600000.0,305800000.0,1053000000.0,8652500000.0,1817400000.0,764400000.0,-186200000.0,304600000.0,118400000.0,295813600.0,305800000.0,10783600000.0,,524400000.0,524400000.0,0.5825,0.5825,305800000.0,305800000.0,0.0,305800000.0,314400000.0,314400000.0,145400000.0,459800000.0,-700000.0,-186200000.0,304600000.0,118400000.0,650100000.0,2131100000.0,2781200000.0,8652500000.0,11433700000.0,11433700000.0,1904200000.0,1143300000.0,760900000.0
RTO1.F,-28375000.0,0.227,1282000000.0,-125000000.0,-125000000.0,381000000.0,475000000.0,900000000.0,1157000000.0,682000000.0,-164000000.0,189000000.0,25000000.0,477625000.0,381000000.0,4657000000.0,625000000.0,2527000000.0,2516000000.0,0.1507,0.1514,381000000.0,381000000.0,0.0,381000000.0,381000000.0,381000000.0,112000000.0,493000000.0,-126000000.0,-164000000.0,189000000.0,25000000.0,718000000.0,3757000000.0,4475000000.0,900000000.0,5375000000.0,5375000000.0,,,
BTDPY,0.0,0.248,767000000.0,,,530300000.0,28900000.0,4346500000.0,767000000.0,738100000.0,-11100000.0,33000000.0,23800000.0,530300000.0,530300000.0,4614000000.0,707400000.0,504250000.0,498150000.0,1.052,1.064,530300000.0,530300000.0,0.0,530300000.0,530300000.0,530300000.0,174800000.0,705100000.0,,-11100000.0,33000000.0,23800000.0,707400000.0,267500000.0,974900000.0,4346500000.0,5321400000.0,5321400000.0,270800000.0,,270800000.0
R6C0.F,84800000.0,0.4,68333000000.0,212000000.0,212000000.0,19359000000.0,31290000000.0,269413000000.0,68545000000.0,37255000000.0,-1638000000.0,4628000000.0,2990000000.0,19231800000.0,19359000000.0,285883000000.0,,6799800000.0,6733500000.0,2.85,2.88,19359000000.0,19359000000.0,0.0,19359000000.0,19636000000.0,19636000000.0,12991000000.0,32627000000.0,257000000.0,-1638000000.0,4628000000.0,2990000000.0,30737000000.0,16470000000.0,47207000000.0,269413000000.0,316620000000.0,316620000000.0,13433000000.0,,13433000000.0
CVX,0.0,0.276,47815000000.0,,,21369000000.0,17762000000.0,136522000000.0,47815000000.0,30053000000.0,-469000000.0,469000000.0,,21369000000.0,21369000000.0,170684000000.0,,1880307000.0,1872737000.0,11.36,11.41,21369000000.0,21369000000.0,,21369000000.0,21411000000.0,21411000000.0,8173000000.0,29584000000.0,,-469000000.0,469000000.0,,26229000000.0,34162000000.0,60391000000.0,136522000000.0,196913000000.0,196913000000.0,4141000000.0,,
MDO.F,-45493500.0,0.195,14094500000.0,-233300000.0,-233300000.0,8468800000.0,1978200000.0,9334700000.0,13861200000.0,11883000000.0,-1174800000.0,1360800000.0,186000000.0,8656606500.0,8468800000.0,13748100000.0,11646700000.0,732300000.0,727900000.0,11.56,11.63,8468800000.0,8468800000.0,,8468800000.0,8468800000.0,8468800000.0,2053400000.0,10522200000.0,-252300000.0,-1174800000.0,1360800000.0,186000000.0,11745600000.0,2816900000.0,14562500000.0,10931200000.0,25493700000.0,25178100000.0,2435200000.0,,
BNP.F,-7325000.0,0.293,,-25000000.0,-25000000.0,8028000000.0,6245000000.0,,,,19058000000.0,60484000000.0,79542000000.0,8045675000.0,10975000000.0,,,1200367337.0,1200367337.0,8.58,8.58,10298000000.0,10298000000.0,677000000.0,10975000000.0,11406000000.0,8459000000.0,3266000000.0,11725000000.0,-123000000.0,,,,,44818000000.0,,,59735000000.0,59735000000.0,,,
SGE.F,-502546500.0,0.3085,,-1629000000.0,-1629000000.0,2493000000.0,7710000000.0,,,,10310000000.0,42777000000.0,53087000000.0,3957453500.0,2493000000.0,,,799315070.0,799315070.0,2.17,2.17,1735000000.0,1735000000.0,758000000.0,2493000000.0,3449000000.0,3449000000.0,1679000000.0,5128000000.0,-1685000000.0,,,,,36538000000.0,,,44364000000.0,44364000000.0,1319000000.0,,1319000000.0
BSIA.F,-1039731.0,0.147,252158000.0,-7073000.0,-7073000.0,177084000.0,25732000.0,203074000.0,245085000.0,219353000.0,596000.0,11664000.0,12260000.0,183117269.0,177084000.0,365470000.0,213392000.0,82800279.0,77508722.0,2.23,2.28,177084000.0,177084000.0,0.0,177084000.0,177084000.0,177084000.0,30605000.0,207689000.0,,596000.0,11664000.0,12260000.0,213392000.0,162396000.0,375788000.0,203074000.0,578862000.0,578862000.0,105956000.0,,105956000.0
I8P.F,-693213.0,0.269,195691000.0,-2577000.0,-2577000.0,118742000.0,22409000.0,273462000.0,193114000.0,170705000.0,48000.0,7390000.0,7438000.0,120625787.0,118742000.0,630358000.0,165560000.0,66077565.0,66009114.0,1.8,1.8,118742000.0,118742000.0,0.0,118742000.0,119673000.0,119673000.0,43935000.0,163315000.0,,48000.0,7390000.0,7438000.0,168123000.0,356896000.0,525019000.0,273462000.0,798481000.0,798481000.0,297993000.0,284716000.0,13277000.0
IC1B.F,-771000.0,0.257,1278000000.0,-3000000.0,-3000000.0,750000000.0,150000000.0,3206000000.0,1275000000.0,1125000000.0,-87000000.0,115000000.0,39000000.0,752229000.0,750000000.0,3590000000.0,1066000000.0,170000000.0,169000000.0,4.412,4.438,750000000.0,750000000.0,0.0,750000000.0,750000000.0,750000000.0,260000000.0,1010000000.0,-3000000.0,-87000000.0,115000000.0,39000000.0,1034000000.0,384000000.0,1418000000.0,3206000000.0,4624000000.0,4624000000.0,338000000.0,,338000000.0
UDIRF,-51720774.0,0.394,1361089000.0,-131271000.0,-131271000.0,232716000.0,538093000.0,4145136000.0,1229818000.0,691725000.0,-93132000.0,94087000.0,1511000.0,312266226.0,232716000.0,5332332000.0,753963000.0,175400000.0,172820000.0,1.33,1.35,232716000.0,232716000.0,0.0,232716000.0,362244000.0,362244000.0,235394000.0,597638000.0,-119875000.0,-93132000.0,94087000.0,1511000.0,880884000.0,1187196000.0,2068080000.0,4145136000.0,6213216000.0,6213216000.0,597086000.0,486293000.0,110793000.0
RNSDF,-345960000.0,0.18,8316000000.0,-1922000000.0,-1922000000.0,2198000000.0,3188000000.0,41414000000.0,6394000000.0,3206000000.0,-144000000.0,368000000.0,414000000.0,3774040000.0,2198000000.0,48439000000.0,2485000000.0,275141000.0,271009000.0,7.99,8.11,2198000000.0,2198000000.0,0.0,2198000000.0,2315000000.0,2315000000.0,523000000.0,2838000000.0,-1922000000.0,-144000000.0,368000000.0,414000000.0,3937000000.0,7025000000.0,10962000000.0,41414000000.0,52376000000.0,52376000000.0,4701000000.0,,4701000000.0
PUMA.F,-5830200.0,0.246,1017500000.0,-23700000.0,-23700000.0,304900000.0,357500000.0,4615100000.0,993800000.0,636300000.0,-50300000.0,158000000.0,112700000.0,322769800.0,304900000.0,7980200000.0,621600000.0,1498719010.0,1498522510.0,0.203,0.203,304900000.0,304900000.0,0.0,304900000.0,360600000.0,360500000.0,117800000.0,478300000.0,-23700000.0,-50300000.0,158000000.0,112700000.0,621500000.0,3365100000.0,3986600000.0,4615100000.0,8601700000.0,8601700000.0,3332400000.0,2881500000.0,450900000.0
VODJ.F,16895000.0,0.031,14237000000.0,545000000.0,545000000.0,1205000000.0,10414000000.0,24459000000.0,14782000000.0,4368000000.0,-2353000000.0,2748000000.0,395000000.0,676895000.0,1140000000.0,33020000000.0,3665000000.0,2714285714.0,2705600000.0,0.42,0.421,1140000000.0,1140000000.0,0.0,1140000000.0,1505000000.0,1570000000.0,50000000.0,1620000000.0,64000000.0,-2353000000.0,2748000000.0,395000000.0,3697000000.0,8561000000.0,12258000000.0,24459000000.0,36717000000.0,36717000000.0,8442000000.0,2674000000.0,5768000000.0
GAN.F,-128520000.0,0.252,5702000000.0,-510000000.0,-510000000.0,1986000000.0,10000000.0,15424000000.0,5192000000.0,3738000000.0,-504000000.0,696000000.0,190000000.0,2367480000.0,1986000000.0,18587000000.0,3470000000.0,960809857.0,960809857.0,2.07,2.07,1986000000.0,1986000000.0,0.0,1986000000.0,2274000000.0,2274000000.0,768000000.0,3042000000.0,-505000000.0,-504000000.0,696000000.0,190000000.0,4030000000.0,3163000000.0,7193000000.0,15424000000.0,22617000000.0,22617000000.0,242000000.0,99000000.0,143000000.0
AMIGF,0.0,0.238,,,,338000000.0,58700000.0,,,463300000.0,-20100000.0,20500000.0,71700000.0,338000000.0,338000000.0,3108500000.0,,305052941.0,303989170.0,1.108,1.112,338000000.0,338000000.0,,338000000.0,337200000.0,337200000.0,105600000.0,442800000.0,,-20100000.0,20500000.0,400000.0,,,,,3551300000.0,3551300000.0,654300000.0,,654300000.0
TATN.ME,-64934824.683451,0.227045,313428000000.0,-286000000.0,-286000000.0,198412000000.0,42663000000.0,168497000000.0,313142000000.0,270479000000.0,5877000000.0,13173000000.0,17463000000.0,198633065175.31656,198412000000.0,1016159000000.0,,2103000000.0,2103000000.0,88.16,88.16,192689000000.0,192689000000.0,0.0,198412000000.0,198886000000.0,198886000000.0,58420000000.0,257306000000.0,-3668000000.0,5877000000.0,13173000000.0,17463000000.0,249221000000.0,847662000000.0,1096883000000.0,168497000000.0,1265380000000.0,1265380000000.0,109057000000.0,109057000000.0,
PMMAF,-5830200.0,0.246,1017500000.0,-23700000.0,-23700000.0,304900000.0,357500000.0,4615100000.0,993800000.0,636300000.0,-50300000.0,158000000.0,112700000.0,322769800.0,304900000.0,7980200000.0,621600000.0,149871901.0,149852251.0,2.03,2.03,304900000.0,304900000.0,0.0,304900000.0,360600000.0,360500000.0,117800000.0,478300000.0,-23700000.0,-50300000.0,158000000.0,112700000.0,621500000.0,3365100000.0,3986600000.0,4615100000.0,8601700000.0,8601700000.0,3332400000.0,2881500000.0,450900000.0
BATS.L,-963648000.0,0.168,9948000000.0,-1122000000.0,-5736000000.0,-14367000000.0,24000000000.0,4641000000.0,8826000000.0,-15174000000.0,-1720000000.0,1887000000.0,186000000.0,-4980648000.0,-14367000000.0,37905000000.0,-15751000000.0,2229000000.0,2229000000.0,-6.466,-6.466,-14412000000.0,-14412000000.0,45000000.0,-14367000000.0,-14189000000.0,-14189000000.0,-2872000000.0,-17061000000.0,-5144000000.0,-1720000000.0,1887000000.0,186000000.0,-10622000000.0,33264000000.0,22642000000.0,4641000000.0,27283000000.0,27283000000.0,1181000000.0,1152000000.0,29000000.0
SHNWF,-25119975.389664,0.174323,913300000.0,-144100000.0,-144100000.0,402600000.0,212200000.0,602300000.0,769200000.0,557000000.0,23600000.0,,,521580024.610336,402600000.0,2379700000.0,661000000.0,1604200000.0,1575900000.0,0.242,0.246,402600000.0,402600000.0,0.0,402600000.0,402600000.0,402600000.0,85000000.0,487600000.0,-176200000.0,23600000.0,,,557000000.0,1777400000.0,2334400000.0,602300000.0,2936700000.0,2936700000.0,,,
IBM.L,-7020000.0,0.135,14745000000.0,-52000000.0,-52000000.0,7514000000.0,4396000000.0,24159000000.0,14693000000.0,10297000000.0,-937000000.0,1607000000.0,670000000.0,7558980000.0,7502000000.0,52486000000.0,,922073828.0,911210319.0,8.14,8.23,7502000000.0,7502000000.0,,7502000000.0,7502000000.0,7514000000.0,1176000000.0,8690000000.0,8000000.0,-937000000.0,1607000000.0,670000000.0,9374000000.0,24926000000.0,34300000000.0,27560000000.0,61860000000.0,61860000000.0,17997000000.0,1237000000.0,16760000000.0
VVUD.F,-26544000.0,0.336,1506000000.0,-79000000.0,-79000000.0,437000000.0,639000000.0,5693000000.0,1427000000.0,788000000.0,-98000000.0,108000000.0,65000000.0,489456000.0,405000000.0,9831000000.0,847000000.0,1027000000.0,1024600000.0,0.39,0.4,405000000.0,405000000.0,0.0,405000000.0,458000000.0,490000000.0,190000000.0,680000000.0,-93000000.0,-98000000.0,108000000.0,65000000.0,679000000.0,4138000000.0,4817000000.0,5693000000.0,10510000000.0,10510000000.0,4051000000.0,,4051000000.0
PG,0.0,0.197,21823000000.0,,,14653000000.0,2714000000.0,42760000000.0,21823000000.0,19109000000.0,-449000000.0,756000000.0,307000000.0,14653000000.0,14653000000.0,63872000000.0,18134000000.0,2483900000.0,2368200000.0,5.9,6.07,14653000000.0,14371000000.0,,14653000000.0,14738000000.0,14738000000.0,3615000000.0,18353000000.0,,-449000000.0,756000000.0,307000000.0,18134000000.0,21112000000.0,39246000000.0,42760000000.0,82006000000.0,82006000000.0,21112000000.0,,
